5406:01-16 17:19:10.632  6269  6269 W Looper  : Slow Looper main: Activity com.android.todolist/.MainActivity is 395ms late (wall=0ms running=0ms ClientTransaction{ callbacks=[android.app.servertransaction.TopResumedActivityChangeItem] }) because of 2 msg, msg 1 took 194ms (seq=2 running=177ms runnable=2ms io=1ms late=1ms h=android.app.ActivityThread$H w=110), msg 2 took 228ms (seq=3 running=201ms runnable=3ms io=5ms late=167ms h=android.app.ActivityThread$H w=159)
7720:01-16 17:52:28.560  1801 14461 I ActivityTaskManager: START u0 {act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails} from uid 10025
45362:01-16 19:17:16.327  1801  4838 W LaunchParamsPersister: Failed to delete /data/system_ce/0/launch_params/com.android.todolist_.MainActivity.xml
45364:01-16 19:17:16.328  3653  3925 E IconLoader: Unexpected null component name or activity info: ComponentInfo{com.android.todolist/com.android.todolist.MainActivity}, null
45460:01-16 19:17:16.627  1801  1985 I ActivityManager: Force stopping com.android.todolist appid=10407 user=0: pkg removed
45463:01-16 19:17:16.653  4918  4918 I GsaVoiceInteractionSrv: O received Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) }
45465:01-16 19:17:16.654 12799 12799 D Avrcp_ext: packageName: com.android.todolist removed: true
45466:01-16 19:17:16.654 12799 12799 V Avrcp_ext: isBrowseSupported for com.android.todolist: false
45469:01-16 19:17:16.654 12799 12799 D BluetoothMapAppObserver: The removed package is: com.android.todolist
45473:01-16 19:17:16.655  2447  2447 D AggregateListener: onPackageRemoved packageName:com.android.todolist
45474:01-16 19:17:16.656  3653  3748 E InstallApkReceiver: uninstall:package:com.android.todolist
45479:01-16 19:17:16.657  5488  5488 I InstalledAppMonitor: com.android.todolistonReceive remove pkg=com.android.todolist
45490:01-16 19:17:16.664  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.lbe.security.miui/com.lbe.security.service.BootReceiver
45504:01-16 19:17:16.731  1801  8845 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemanager.impl.PackageMonitorReceiverImpl$RegisteredReceiver
45509:01-16 19:17:16.746  5016  5016 D RegisteredNxpServicesCache: uninstall packageName:com.android.todolist
45510:01-16 19:17:16.768  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.instantapps.appmanagement.InstantAppRemoveMonitor
45511:01-16 19:17:16.775  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.facebook.services/com.facebook.oxygen.services.fbns.RegisteredMqttSystemBroadcastReceiver
45512:01-16 19:17:16.775  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.apps.maps/com.google.android.libraries.social.peoplekit.thirdparty.viewcontrollers.ThirdPartyReceiver
45513:01-16 19:17:16.775  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.gms/.games.chimera.GamesSystemBroadcastReceiverProxy
45514:01-16 19:17:16.776  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
45516:01-16 19:17:16.777  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.googlequicksearchbox/com.google.android.apps.gsa.googlequicksearchbox.GelStubAppWatcher
45517:01-16 19:17:16.777  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.miui.audioeffect/com.android.musicfx.Compatibility$Receiver
45519:01-16 19:17:16.794  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.xiaomi.discover/com.xiaomi.market.data.MyPackageMonitor
45553:01-16 19:17:16.872 15431  2846 I BlockstoreStorage: Setting IsLastInstallationDataPerPackage bit to true for package com.android.todolist [CONTEXT service_id=258 ]
45754:01-16 19:17:16.954 15431  2378 I Icing   : doRemovePackageData com.android.todolist
45861:01-16 19:17:17.334  1801  9345 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.xiaomi.xmsf/com.xiaomi.push.service.receivers.PkgUninstallReceiver
45863:01-16 19:17:17.341  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.allgoritm.youla/ru.mail.libverify.utils.PackageStateReceiver
45864:01-16 19:17:17.342  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.citymobil/ru.mail.libverify.utils.PackageStateReceiver
45865:01-16 19:17:17.342  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.deliveryclub/ru.mail.libverify.utils.PackageStateReceiver
45866:01-16 19:17:17.342  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.facebook.katana/com.facebook.feed.platformads.AppInstallReceiver
45867:01-16 19:17:17.342  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.apps.photos/com.google.android.libraries.social.peoplekit.thirdparty.viewcontrollers.ThirdPartyReceiver
45868:01-16 19:17:17.342  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.excel/com.microsoft.office.asyncdatapointreporting.InstallBroadcastReceiver
45869:01-16 19:17:17.342  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.excel/com.microsoft.office.notification.SystemBroadcastReceiver
45870:01-16 19:17:17.342  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.powerpoint/com.microsoft.office.asyncdatapointreporting.InstallBroadcastReceiver
45871:01-16 19:17:17.342  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.powerpoint/com.microsoft.office.notification.SystemBroadcastReceiver
45872:01-16 19:17:17.342  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.vkontakte.android/ru.mail.libverify.utils.PackageStateReceiver
45873:01-16 19:17:17.342  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist flg=0x4000010 (has extras) } to ru.sberbankmobile/com.kavsdk.AppInstallationReceiver
45877:01-16 19:17:17.428  1801  1947 W XSpaceManagerService: update XSpace App: packageName:com.android.todolist, user:UserHandle{0}, action:android.intent.action.PACKAGE_REMOVED
45878:01-16 19:17:17.429  3653  3653 D Launcher.Model: LauncherAppsCallback onPackageRemoved|com.android.todolist|UserHandle{0}
45879:01-16 19:17:17.429  3653  3760 D Launcher.Model: Got broadcast:Intent { act=android.intent.action.PACKAGE_REMOVED dat=package:com.android.todolist (has extras) }
45880:01-16 19:17:17.429  3653  3760 D AutoInstallsParser: isPAIPackageName: com.android.todolist
45886:01-16 19:17:17.443  1801  1801 I ConditionProviders: Disallowing condition provider com.android.todolist
46028:01-16 19:17:18.669  2922  2922 I Finsky  : [2] nps.n(8): Invalidating cached PackageState for com.android.todolist
46029:01-16 19:17:18.671  2922  2922 I Finsky  : [2] nps.s(3): Package no longer installed: com.android.todolist
46030:01-16 19:17:18.697  2922  2922 I Finsky  : [2] nps.s(3): Package no longer installed: com.android.todolist
46038:01-16 19:17:18.781  2922  2973 I Finsky  : [24338] etu.a(5): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.android.todolist]
46041:01-16 19:17:18.855  2922  3044 I Finsky  : [24375] fbq.accept(35): Asset module storage cleared for package com.android.todolist.
46080:01-16 19:17:19.636  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12334   userId=0   baseIntent=Intent { act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails }
46120:01-16 19:17:19.762  1768  1814 W System.err: android.content.pm.PackageManager$NameNotFoundException: com.android.todolist
46139:01-16 19:17:19.791  2922  2922 E Finsky  : [2] qzi.b(5): STU: Failed to get status for package 'com.android.todolist' (1601)
46140:01-16 19:17:19.791  2922  2922 E Finsky  : android.content.pm.PackageManager$NameNotFoundException: com.android.todolist
46447:01-16 19:17:23.130  3319  3319 I VSC-AppInstallReceiver: action: android.intent.action.PACKAGE_FULLY_REMOVED, packageName: com.android.todolist
46505:01-16 19:17:23.458  1801  4986 W BroadcastQueueInjector: Unable to launch app com.microsoft.office.word/10137 for broadcast Intent { act=android.intent.action.PACKAGE_FULLY_REMOVED dat=package:com.android.todolist flg=0x5000010 (has extras) }: process is not permitted to  auto start
46507:01-16 19:17:23.463  1801  1947 W BroadcastQueueInjector: Unable to launch app com.yandex.browser/10222 for broadcast Intent { act=android.intent.action.PACKAGE_FULLY_REMOVED dat=package:com.android.todolist flg=0x5000010 (has extras) }: process is not permitted to  auto start
46508:01-16 19:17:23.463  1801  1947 W BroadcastQueueInjector: Unable to launch app ru.yandex.metro/10223 for broadcast Intent { act=android.intent.action.PACKAGE_FULLY_REMOVED dat=package:com.android.todolist flg=0x5000010 (has extras) }: process is not permitted to  auto start
46550:01-16 19:17:24.047  1801  4204 W BroadcastQueueInjector: Unable to launch app ru.yandex.translate/10277 for broadcast Intent { act=android.intent.action.PACKAGE_FULLY_REMOVED dat=package:com.android.todolist flg=0x5000010 (has extras) }: process is not permitted to  auto start
46552:01-16 19:17:24.054  1801  1947 W BroadcastQueueInjector: Unable to launch app ru.yandex.yandexbus/10246 for broadcast Intent { act=android.intent.action.PACKAGE_FULLY_REMOVED dat=package:com.android.todolist flg=0x5000010 (has extras) }: process is not permitted to  auto start
46553:01-16 19:17:24.055  1801  1947 W BroadcastQueueInjector: Unable to launch app ru.yandex.yandexnavi/10219 for broadcast Intent { act=android.intent.action.PACKAGE_FULLY_REMOVED dat=package:com.android.todolist flg=0x5000010 (has extras) }: process is not permitted to  auto start
47823:01-16 19:17:29.195  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12334   userId=0   baseIntent=Intent { act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails }
47839:01-16 19:17:29.202  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12334   userId=0   baseIntent=Intent { act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails }
47889:01-16 19:17:29.260  3653  3653 E ActivityManagerWrapper: getRecentTasks: taskId=12334   userId=0   baseIntent=Intent { act=android.settings.APPLICATION_DETAILS_SETTINGS dat=package:com.android.todolist flg=0x10008000 cmp=com.android.settings/.applications.InstalledAppDetails }
49311:01-16 19:18:25.204  4220  4238 D IconCustomizer: Generate customized icon for com.android.todolist.png
49402:01-16 19:18:26.924  5488 14691 D PackageVerifyedRecevier: verify package /data/app/vmdl196602182.tmp info:  PackageInfo{b8f2b5f com.android.todolist}
49404:01-16 19:18:27.017  2922  2922 I Finsky  : [2] vvq.c(6): Install-time verification requested for package com.android.todolist, id = 138
49418:01-16 19:18:27.749  2922  4280 I Finsky  : [24408] vyl.c(3): Verify: Verification package=com.android.todolist, id=138 response=0
49578:01-16 19:18:28.087  1801  1985 I InstallationStatistic: com.android.todolist|null|3384|206|38|1979|785|0
49585:01-16 19:18:28.121  1801  3284 I MiuiCompatModePackages: package com.android.todolist updated, removing config
49588:01-16 19:18:28.124  3653  3748 E InstallApkReceiver: install:package:com.android.todolist
49590:01-16 19:18:28.126  5488  6381 D AppInstalledReceiver: packageName: com.android.todolist
49591:01-16 19:18:28.127  4918  4918 I GsaVoiceInteractionSrv: O received Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) }
49594:01-16 19:18:28.129 12799 12799 D Avrcp_ext: AvrcpServiceBroadcastReceiver-> packageName: com.android.todolist
49595:01-16 19:18:28.129 12799 12799 D Avrcp_ext: packageName: com.android.todolist removed: false
49600:01-16 19:18:28.131  6182  6182 I WakePathManager: PackageMonitor. onPackageAdded: packageName =com.android.todolist
49602:01-16 19:18:28.131 12799 12799 D BluetoothMapAppObserver: The installed package is: com.android.todolist
49610:01-16 19:18:28.133  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.lbe.security.miui/com.lbe.security.service.BootReceiver
49611:01-16 19:18:28.133  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.packageinstaller/com.android.packageinstaller.PackageInstalledReceiver
49614:01-16 19:18:28.135  2922  2922 I Finsky  : [2] nps.n(8): Invalidating cached PackageState for com.android.todolist
49616:01-16 19:18:28.157  5488  5488 I InstalledAppMonitor: com.android.todolistonReceive add pkg=com.android.todolist
49619:01-16 19:18:28.165  3860  3860 D ImsResolver: maybeAddedImsService, packageName: com.android.todolist
49622:01-16 19:18:28.178  5488  5488 D AppCompatStateReceiver: AppCompatStateReceiver package_name=com.android.todolist,app_status=0
49623:01-16 19:18:28.180  5488  6560 I GameBoosterNewApp: com.android.todolist isGameFromJson false
49625:01-16 19:18:28.181  5488  6560 I GameBoosterNewApp: com.android.todolist isGameFromLocal false
49626:01-16 19:18:28.184  5488  4300 D AppCompatStateReceiver: json params=[{"pkg":"com.android.todolist","ver":"1"}]
49628:01-16 19:18:28.215  1801  6923 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.android.vending/com.google.android.finsky.packagemanager.impl.PackageMonitorReceiverImpl$RegisteredReceiver
49631:01-16 19:18:28.223  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.facebook.appmanager/com.facebook.oxygen.common.packages.event.manifest.ManifestPackageEventReceiver
49666:01-16 19:18:28.259  6182  4287 I WakePathManager: request: ["ru.alfastrah.app","com.skype.raider","ru.litres.android","com.playstation.frantics","ru.appvise.wordwide","ru.labirint.android","cn.wps.xiaomi.abroad.lite","com.yousician.yousician","com.vkontakte.android","com.google.android.apps.googleassistant","org.telegram.messenger","ru.usetech.velobike","ru.profi.client","com.puzzleenglish.main","com.qrolic.reminderapp","com.xe.currency","ru.foodfox.client","ru.promtech.vsempodryad","sixpack.sixpackabs.absworkout","grit.storytel.app","com.citymobil","org.torproject.torbrowser_alpha","com.android.todolist","com.whatsapp","com.wallpaperscraft.wallpaper","com.google.android.apps.docs.editors.sheets","com.ewa.ewaapp","com.appxy.tinyscanner","com.discord","ru.yandex.mobile.gasstations","com.blogspot.formyandroid.oknoty","ru.mosparking.appnew","ru.ucb.android","com.microsoft.office.excel","ru.rzd.pass","ru.kinohod.android","com.pinbonus2","ru.sitesoft.fssp","ru.yandex.translate","com.kostosha.poliglot16.lite","com.allgoritm.youla","ru.more.play","ru.rostel","us.zoom.videomeetings","com.profibackoffice.reactnative","ru.beru.android","ru.aviasales","com.digibites.accubattery","com.ea.game.easportsufc_row","com.yandex.mobile.drive","com.mfashiongallery.emag","com.uma.musicvk","ru.yandex.taxi","com.google.android.apps.tachyon","com.quvideo.xiaoying","com.koushikdutta.vysor","ru.starline","com.miui.virtualsim","com.PuzzleEnglish.Teacher","ua.kulya.speechway","com.setinbox.game","com.microsoft.office.outlook","im.johngalt.selvi","org.readera","com.miui.android.fashiongallery","ru.gibdd_pay.app","ru.auto.ara","ru.beeline.services","com.google.android.music","jbl.stc.com","com.softissimo.reverso.context","com.promwad.demchog","com.wildberries.ru","ru.ozon.app.android","skyeng.words.prod","com.dropbox.android","com.apple.movetoios","ru.yandex.yandexmaps","ru.yandex.yandexnavi","ru.leroymerlin.mobile","net.sourceforge.opencamera","ru.mt.mobilecabinet","com.google.android.apps.docs","uk.co.bbc.learningenglish","com.edadeal.android","com.microsoft.office.word","ru.mw","com.owlylabs.transurfingfree","ru.rostaxes.android","com.microsoft.office.powerpoint","ru.neopharm.stolichki","net.zedge.android","com.ovelin.guitartuna","com.mobiletrendyapps.speaker.cleaner.remove.water","com.google.android.apps.walletnfcrel","com.google.android.videos","com.mi.global.bbs","ru.farpost.dromfilter","centrida.neftmagistral","com.miui.enbbs","com.google.android.apps.photos","com.google.android.calendar","ru.yandex.metro","ru.yandex.searchplugin","ru.devcluster.sushiwok","com.lightricks.pixaloop","com.facebook.katana","com.quizlet.quizletandroid","com.comuto","com.carshering","ru.fdoctor.fdocmob","ru.onlime.my.app","com.adidas.app","ru.belkacar.belkacar","com.anydo","org.menuforyou.loyalty","com.google.android.apps.translate","ru.sbcs.store","com.rubetek.client","ru.zengalt.simpler","com.yandex.lavka","com.google.android.inputmethod.pinyin","com.my.games.vendorapp","com.avito.android","com.google.android.apps.books","com.binance.dev","com.booking","splits.splitstraining.dothesplits.splitsin30days","com.yandex.browser","me.mycake","com.deliveryclub","ru.tele2.mytele2","ru.yandex.yandexbus","com.tvoytrener.timkoilia","ru.mnemocon.application","com.google.android.apps.youtube.music","ru.watchmyph.analogilekarstv","ru.hh.android","ru.kfc.kfc_delivery","com.google.android.play.games","com.tenday.go","ru.dublgis.dgismobile","com.playstation.knowledge","com.miui.newmidrive","ru.sberbankmobile","com.runtastic.android","ru.fns.lkfl","ru.raiffeisennews","com.sebbia.delivery.client"]
49667:01-16 19:18:28.262  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.gms/.games.chimera.GamesSystemBroadcastReceiverProxy
49856:01-16 19:18:28.274  2922  2971 I Finsky  : [24336] etu.a(5): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.android.todolist]
49858:01-16 19:18:28.284  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.gms/.gass.chimera.PackageChangeBroadcastReceiver
49859:01-16 19:18:28.284  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.gms/.chimera.GmsIntentOperationService$PersistentTrustedReceiver
49863:01-16 19:18:28.289  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.google.android.googlequicksearchbox/com.google.android.apps.gsa.googlequicksearchbox.GelStubAppWatcher
49865:01-16 19:18:28.306  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.miui.audioeffect/com.android.musicfx.Compatibility$Receiver
49866:01-16 19:18:28.306  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.miui.global.packageinstaller/.AppInstalledReceiver
49867:01-16 19:18:28.306  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.xiaomi.discover/com.xiaomi.market.data.MyPackageMonitor
49870:01-16 19:18:28.317  2922  4324 I Finsky  : [24416] fbq.accept(35): Asset module storage cleared for package com.android.todolist.
49871:01-16 19:18:28.322 20598  4310 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
49872:01-16 19:18:28.322 20598  4315 I FontLog : Package com.android.todolist has no metadata [CONTEXT service_id=132 ]
49873:01-16 19:18:28.324 20598  4315 W GCM     : Unexpected forwarded intent: Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 pkg=com.google.android.gms cmp=com.google.android.gms/.chimera.PersistentIntentOperationService (has extras) }
49889:01-16 19:18:28.353 15431  4343 D IconCustomizer: Generate customized icon for com.android.todolist.png
49916:01-16 19:18:28.412  2922  2922 I Finsky  : [2] VerifyInstallTask.mF(6): Verification complete: id=138, package_name=com.android.todolist
49917:01-16 19:18:28.423  2922  2973 D IconCustomizer: Generate customized icon for com.android.todolist.png
49919:01-16 19:18:28.438  1801  1947 W XSpaceManagerService: update XSpace App: packageName:com.android.todolist, user:UserHandle{0}, action:android.intent.action.PACKAGE_ADDED
49920:01-16 19:18:28.438  3653  3653 D Launcher.Model: LauncherAppsCallback onPackageAdded|com.android.todolist|UserHandle{0}
49921:01-16 19:18:28.438  3653  3760 D Launcher.Model: Got broadcast:Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist (has extras) }
49941:01-16 19:18:28.447  2922  2964 I Finsky  : [24329] etu.a(5): AIM: AppInfoManager-Perf > OnDeviceAppInfo > cacheHitCount=0, cacheMissCount=1. Missed  in cache (limit 10) : [com.android.todolist]
49960:01-16 19:18:28.463  3653  3760 D IconCustomizer: Generate customized icon for com.android.todolist.png
49968:01-16 19:18:28.498  3653  3760 E Launcher.AllAppsList: Can't load postion for packageName: com.android.todolist activityName: com.android.todolist.MainActivity
49971:01-16 19:18:28.501  3653  3760 D AutoInstallsParser: isPAIPackageName: com.android.todolist
49973:01-16 19:18:28.506  3653  3760 D Launcher.Model: onReceiveBackground, mAllAppsList=add=[(0, AppInfo, id=-1, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=-1, container=-1, cellX=-1, cellY=-1, spanX=1, spanY=1, isLandscapePos=false)], remove=[], modified=[]
49974:01-16 19:18:28.507  3653  3653 D Launcher: add item to launcher when bind apps added, info=ShortcutInfo, id=-1, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=-1, container=-1, cellX=-1, cellY=-1, spanX=1, spanY=1, isLandscapePos=false
49975:01-16 19:18:28.507  3653  3653 D Launcher: addItemToWorkspace, add item into db, item=ShortcutInfo, id=-1, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
49976:01-16 19:18:28.507  3653  3653 D Launcher.Model: Insert item com.android.todolist to database (2, 3) of screen 11
49978:01-16 19:18:28.508  3653  3653 D Launcher.CellLayout: updateCellOccupiedMarks, update, ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
49980:01-16 19:18:28.510  3653  3760 D Launcher.ShortcutInfo: onAddToDatabase, this=ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
49984:01-16 19:18:28.528  3653  3653 D Launcher.CellLayout: updateCellOccupiedMarks, update, ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
50059:01-16 19:18:28.772  1801  3762 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.facebook.katana/com.facebook.feed.platformads.AppInstallReceiver
50060:01-16 19:18:28.774  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.excel/com.microsoft.office.notification.SystemBroadcastReceiver
50062:01-16 19:18:28.774  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.excel/com.microsoft.aad.adal.ApplicationReceiver
50063:01-16 19:18:28.774  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.outlook/com.microsoft.aad.adal.ApplicationReceiver
50064:01-16 19:18:28.774  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.powerpoint/com.microsoft.office.notification.SystemBroadcastReceiver
50065:01-16 19:18:28.775  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to com.microsoft.office.powerpoint/com.microsoft.aad.adal.ApplicationReceiver
50066:01-16 19:18:28.775  1801  1947 W BroadcastQueue: Background execution not allowed: receiving Intent { act=android.intent.action.PACKAGE_ADDED dat=package:com.android.todolist flg=0x4000010 (has extras) } to ru.sberbankmobile/com.kavsdk.AppInstallationReceiver
50190:01-16 19:18:29.187  4405  4405 I FindDeviceGNReceiver: isReplace: false, packageName: package:com.android.todolist. 
50344:01-16 19:18:30.217  3653  3653 D Launcher.CellLayout: touch item:ShortcutInfo, id=407, itemType=0, user=UserHandle{0}, mIconType=0, pkgName=com.android.todolist, className=com.android.todolist.MainActivity, screenId=11, container=-100, cellX=2, cellY=3, spanX=1, spanY=1, isLandscapePos=false
